word	sentence	translation	difficulty_rank
moins	Il ne peut pas avoir moins de 30 ans.	He can't be under thirty.	207
moins	Elle a deux ans de moins que moi.	She is two years younger than me.	207
moins	Moins une !	Nice timing.	207
arrive	Oui, ça arrive de temps en temps.	Yes, it happens from time to time.	208
arrive	Pourquoi est-ce à moi que tout arrive ?	Why does everything happen to me?	208
arrive	Ça arrive.	It's getting there.	208
maman	Bonne nuit, maman.	Good night, Mom.	209
maman	Ta maman est à la maison ?	Is your mum at home?	209
maman	Et ta maman aussi.	And your mom also.	209
reste	Reste ici avec nous.	Stay here with us.	210
reste	Reste encore un peu.	Stay a little longer.	210
reste	Il reste encore beaucoup à faire.	Much still remains to be done.	210
moment	Je ne peux rien dire pour le moment.	I can not say anything for the moment.	211
moment	Tout le monde a passé un bon moment.	Everybody had a good time.	211
moment	Je suis là depuis un moment.	I've been here for a while.	211
voulais	Je ne voulais pas que ça arrive.	I didn't want this to happen.	212
voulais	Je voulais y aller.	I wanted to go there.	212
voulais	Je ne voulais pas ça.	I didn't want that.	212
seul	Je suis tout seul.	I'm all alone.	213
seul	Je ne veux pas y aller seul.	I don't want to go alone.	213
seul	Es-tu seul ?	Are you single?	213
aider	Je ne peux pas vous aider.	I cannot help you.	214
aider	Je dois aider ma mère.	I have to help my mother.	214
aider	Je dois aider ces gens.	I must help these people.	214
entre	Entre donc !	Come on in!	216
entre	Entre.	Come in.	216
entre	Il y a quelque chose entre vous?	Is there anything between you?	216
papa	Ne le dis pas à papa.	Don't tell Father about this.	217
papa	Papa est à la maison.	My father is in.	217
papa	Que fais-tu, papa ?	What are you doing, Dad?	217
passe	Passe me voir quand tu veux.	Come and see me any time you like.	218
passe	Passe du bon temps !	Have a nice time.	218
passe	Passe quand tu veux.	Come whenever you want.	218
aurais	Pourquoi aurais-je besoin de le faire ?	Why would I need to do that?	219
aurais	Je suis sûr que tu aurais fait la même chose pour moi.	I'm sure you would have done the same for me.	219
aurais	Tu aurais fait la même chose.	You'd have done the same.	219
problème	Alors il y a un problème...	Then there is a problem...	220
problème	Il y a un problème que tu ne vois pas.	There's a problem there that you don't see.	220
problème	Où est le problème ?	Where is the problem?	220
ah	Ah bon ?	Really?	221
ah	Ah !	Ah!	221
ah	Ah, OK!	Ah, okay!	221
peur	Elle a eu plus de peur que de mal.	Aside from fright, she was not injured.	222
peur	Il a peur de la mort.	He is afraid of death.	222
peur	Il a peur de son père.	He is afraid of his father.	222
regarde	Regarde cette maison.	Look at that house.	223
regarde	Cela ne vous regarde pas.	That's none of your business.	223
regarde	Je regarde juste.	I'm just looking.	223
voulez	De quoi voulez-vous parler ?	What do you want to talk about?	224
voulez	Que voulez-vous ?	What is it that you want?	224
voulez	Pourquoi le voulez-vous ?	What do you want it for?	224
gars	Salut les gars!	Hi fellas!	225
gars	Tu es un bon gars.	You're a great guy.	225
gars	Vous êtes un bon gars.	You're a great guy.	225
trouvé	Je vous ai trouvé.	I found you.	226
trouvé	As-tu trouvé quoi que ce soit ?	Did you find anything?	226
trouvé	Avez-vous trouvé quoi que ce soit ?	Did you find anything?	226
fils	Il a un autre fils.	He has another son.	227
fils	Il a deux fils, je crois.	He has two sons, I believe.	227
fils	Toi aussi, mon fils !	You too, my son.	227
attends	Qui attends-tu ?	Who are you waiting for?	228
attends	Attends-moi !	Wait for me!	228
attends	Attends, attends juste un petit moment.	Wait, wait just a little while.	228
savez	Vous ne savez pas qui je suis.	You don't know who I am.	229
savez	Savez-vous qui ils sont ?	Do you know who they are?	229
savez	Savez-vous qui il est ?	Do you know who he is?	229
trouver	On peut toujours trouver du temps.	One can always find time.	231
trouver	Je dois le trouver.	I have to find it.	231
trouver	Peux-tu la trouver ?	Can you find it?	231
trois	Il a trois ans de plus que moi.	He is my senior by three years.	232
trois	Il est mort il y a trois ans.	He has been dead for three years.	232
trois	Il avait trois fils.	He had three sons.	232
assez	Nous avons assez de temps.	We have enough time.	233
assez	Il y en a assez !	Enough is enough!	233
assez	Assez !	Cut it out.	233
famille	Sa famille va très bien.	His family are all very well.	234
famille	Où est sa famille ?	Where is his family?	234
famille	Est-ce ta famille ?	Is this your family?	234
dû	Tu aurais dû faire comme ça.	You should have done so.	235
dû	Tu aurais dû le voir.	You should have seen it.	235
dû	Tu aurais dû la voir.	You should have seen it.	235
eh	Eh bien, quoi ?	So what?	236
eh	Eh, où vas-tu ?	Hey, where are you going?	236
eh	Eh bien nous y voilà !	Well, here we are!	236
toutes	Pourquoi êtes-vous toutes là ?	Why are you all here?	237
toutes	Pourquoi êtes-vous toutes ici ?	Why are you all here?	237
toutes	Je les ai toutes.	I've got them all.	237
plaît	Ça me plaît beaucoup.	I like it very much.	238
plaît	Tu peux aller où ça te plaît.	You may go anywhere you like.	238
plaît	Plaît-il ?	I beg your pardon?	238
pourrait	Lui pourrait le faire.	He could do it.	239
pourrait	Elle ne pourrait pas avoir dit ça.	She couldn't have said that.	239
pourrait	Comment cela pourrait-il être ?	How could this be?	239
travail	Vous avez tous fait du bon travail.	All of you did good work.	240
travail	Il a fait le travail lui-même.	He did the work on his own.	240
travail	Il en avait assez de son travail.	He was sick of his job.	240
pu	Tu aurais pu le faire.	You could have done it.	241
pu	Tu aurais pu me le dire.	You might have told me.	241
pu	Tu aurais pu dire quelque chose !	You could've said something.	241
pris	Vous avez tout pris.	You've taken everything.	242
pris	Tu as tout pris.	You've taken everything.	242
pris	Je les ai pris sur le fait.	I caught them in the act.	242
tête	Je pense avec ma tête.	I think with my head.	243
tête	Il fait une tête de plus que moi.	He is a head taller than me.	243
tête	Il avait mal à la tête.	His head ached.	243
quelle	Pour quelle raison y as-tu été ?	What did you go there for?	244
quelle	Quelle est la raison ?	What's the reason?	244
quelle	Quelle nuit !	What a night!	244
sait	Tout le monde le sait.	Anybody knows it.	245
sait	Personne ne sait son nom.	No one knows his name.	245
sait	Dieu seul le sait.	Only God knows.	245
sommes	Et avec moi nous sommes déjà un de plus.	And with me, we are yet one more.	246
sommes	Sais-tu quel jour nous sommes ?	Do you know what day it is?	246
sommes	Nous sommes ici pour les aider.	We're here to help them.	246
ses	Nous sommes ses fils.	We are his sons.	246
appelle	Appelle-moi !	Call me!	247
appelle	Appelle-moi quand tu veux.	Call me anytime.	247
appelle	Appelle-moi ce soir.	Call me this evening.	247
faites	Faites comme chez vous.	Make yourself at home.	249
faites	Faites-le vous-même.	Do it yourself.	249
faites	Faites de votre mieux.	Do your best.	249
partir	Je peux partir, maintenant ?	May I leave now?	250
partir	Veux-tu partir ?	You want to go?	250
partir	Désolé, je dois partir.	Sorry, I've got to go.	250
vite	Viens vite !	Come quick!	251
vite	Le temps passe vite.	Time passes quickly.	251
vite	Plus vite !	Faster!	251
arrête	Arrête de parler.	Stop talking.	252
arrête	Arrête de parler, veux-tu ?	Quit talking, will you?	252
arrête	Arrête ça !	Come off it!	252
seule	Fais une seule chose à la fois.	Do one thing at a time.	253
seule	Es-tu seule ?	Are you alone?	253
seule	Pourquoi es-tu seule ?	Why are you alone?	253
serait	Ça serait très bien.	That would be fine.	254
serait	Je pense que ce serait le mieux.	I think that would be best.	254
serait	Ça ne serait pas une bonne chose.	That wouldn't be a good thing.	254
voiture	Je vais prendre ma voiture.	I'm going to take my car.	255
voiture	Où est ma voiture ?	Where is my car?	255
voiture	As-tu une voiture ?	Do you have a car?	255
enfants	Avez-vous des enfants ?	Do you have any children?	256
enfants	Crois-le ou non, elle a trois enfants.	Believe it or not, she has three children.	256
enfants	Il est le père de trois enfants.	He is the father of three children.	256
mes	Je pense à mes enfants.	I am thinking about my children.	256
aux	Pense aux enfants !	Think about the children!	256
ses	Nous sommes ses enfants.	We are his children.	256
aux	Je ne sais pas parler aux enfants.	I don't know how to talk to kids.	256
vos	Où sont vos enfants ?	Where are your children?	256
tes	Où sont tes enfants ?	Where are your children?	256
tes	Est-ce que tes enfants sont avec toi?	Are your children with you?	256
aux	Que dois-je dire aux enfants maintenant?	What should I tell the kids now?	256
tes	Sais-tu où sont tes enfants ?	Do you know where your children are?	256
vos	Savez-vous où sont vos enfants ?	Do you know where your children are?	256
vos	Sont-ils vos enfants ?	Are these your children?	256
nos	Ce sont nos enfants.	These are our kids.	256
mes	Vous êtes mes enfants.	You are my children.	256
mes	Où sont mes enfants ?	Where are my children?	256
nos	Nous sommes ici avec nos enfants.	We are here with our children.	256
nos	Où sont nos enfants ?	Where are our children?	256
tuer	Ne te fais pas tuer.	Don't get yourself killed.	257
tuer	Je vais te tuer.	I'll kill you.	257
tuer	Elle va me tuer.	She's going to kill me.	257
merde	Merde !	Fuck!	258
merde	Je suis dans la merde.	I am in the soup.	258
merde	Elle est dans la merde.	She's in big trouble.	258
hé	Hé, toi là !	Hey, you there!	259
hé	Hé, vous là !	Hey, you there!	259
hé	Hé, un moment !	Hey, wait up!	259
pendant	Je vais faire quelque chose par moi-même, pendant un moment.	I'm going to do something by myself for a while.	260
pendant	Où étais-tu pendant tout ce temps ?	Where were you the whole time?	260
idée	En as-tu une idée ?	Do you have any ideas about it?	261
idée	Je ne pense pas que ce soit une bonne idée.	I don't think this is a good idea.	261
idée	Cette idée est pas mal.	The thought is not bad.	261
chance	Bonne chance !	Good luck to you!	262
chance	Vous avez eu de la chance de le trouver.	It was lucky for you that you found it.	262
chance	Quelle chance nous avons !	How lucky we are!	262
parle	Regarde-moi quand je te parle !	Look at me when I talk to you!	263
parle	Je parle avec qui ?	Who am I talking with?	263
parle	Ne parle pas comme ça.	Don't talk like that.	263
aurait	Ça aurait pu être moi.	It could have been me.	264
aurait	On aurait pu faire mieux.	We could've done better.	264
aurait	Cela aurait été la bonne chose à faire.	That would've been the right thing to do.	264
part	Vas-tu quelque part cet été ?	Are you going to go anywhere this summer?	265
part	Sa maison est quelque part par là.	His house is somewhere about here.	265
part	Sa maison est quelque part par ici.	His house is somewhere about here.	265
elles	Pourquoi sont-elles ici ?	Why are they here?	266
elles	Ces choses sont-elles à vous ?	Are these your things?	266
elles	Ces choses sont-elles à toi ?	Are these your things?	266
jours	Il est mort 3 jours après.	He died three days later.	267
jours	Viens-tu ici tous les jours ?	Do you come here every day?	267
jours	Il ne reste plus que deux jours.	There's only two days left.	267
quelques	Il est là pour quelques jours.	He is there for a few days.	267
quelques	Reste avec nous pendant quelques jours.	Stay with us for a few days.	267
pendant	Reste avec nous pendant quelques jours.	Stay with us for a few days.	267
quelques	Il me faut quelques jours de plus.	I need a few more days.	267
grand	Je suis très grand.	I am very tall.	268
grand	Il est très grand.	He is very tall.	268
grand	Je suis aussi grand que lui.	I am as tall as he.	268
venir	Ne veux-tu pas venir avec moi ?	Do you want to come along?	270
venir	Il peut venir.	He can come.	270
venir	Je ne sais pas quand elle peut venir.	I do not know when she can come.	270
ami	Je suis désolé que mon ami ne soit pas là.	I am sorry that my friend is not here.	271
ami	Je dois ce que je suis à mon ami.	I owe what I am to my friend.	271
ami	Il est mon ami.	He is my friend.	271
demain	Je vais le voir demain.	I'm going to see him tomorrow.	272
demain	Il sera chez lui demain.	He will be at home tomorrow.	272
demain	Demain est un autre jour.	Tomorrow is another day.	272
hein	Tu sais déjà de qui je parle, hein ?	You already know who I'm talking about, don't you?	273
hein	Pas mal, hein ?	Not bad, eh?	273
hein	Tu as tout vu, hein ?	You saw the whole thing, right?	273
tard	Trop tard.	Too late.	274
tard	À plus tard !	Talk to you later.	274
tard	Il est tard.	It's late.	274
puis	En quoi puis-je vous aider ?	Can I be of any assistance to you?	275
puis	Puis-je vous aider ?	Can I help you?	275
puis	Puis-je te parler ?	May I have a talk with you?	275
truc	Où est le truc ?	Where's the catch?	276
truc	Il y a un truc.	There's a catch.	276
truc	Es-tu sûr que ce truc est sûr ?	Are you sure this thing is safe?	276
passer	Je vais passer chez toi.	I'll come to your place.	277
passer	Dieu seul sait où il a pu passer.	God knows where he has gone.	277
passer	Je veux passer ma vie avec toi.	I want to spend my life with you.	277
petite	Fais-la plus petite.	Make it smaller.	278
petite	Faites-la plus petite.	Make it smaller.	278
petite	Cette maison est très petite.	That house is very small.	278
connais	Je ne le connais pas.	I don't know him.	279
connais	Je connais ton père.	I know your father.	279
connais	Je connais cette fille.	I know the girl.	279
tant	Tu peux parler tant que tu veux.	You may talk as much as you like.	280
tant	Il y a encore tant à faire !	There's still so much to do!	280
tant	Que veux-tu voir tant que tu es là ?	What do you want to see while you're here?	280
combien	Tu la connais depuis combien de temps ?	How long have you known her?	281
combien	Combien de fois dois-je te le dire ?	How many times do I have to tell you?	281
combien	Tu as besoin de combien ?	How many do you need?	281
mec	Tu es un mec bien.	You are a good person.	282
mec	Vous êtes un mec bien.	You are a good person.	282
mec	Je suis un vrai mec.	I'm a real man.	282
sens	Je ne me sens pas bien.	I don't feel well.	283
sens	Je sens que quelque chose ne va pas.	I feel that something is wrong.	283
sens	Je me sens seul.	I'm lonely.	283
pouvez	Vous pouvez aller où vous voulez.	You can go anyplace you like.	284
pouvez	Vous pouvez lui parler.	You may speak to him.	284
pouvez	Faites-nous savoir si vous pouvez venir.	Let us know whether you can come.	284
porte	Toute ma famille se porte bien.	All my family is very well.	285
porte	Il y a un homme à la porte.	There is a man at the door.	285
porte	Était-ce toi à la porte ?	Was that you at the door?	285
sortir	Je dois sortir.	I must go out.	286
