rank	word	pos	en
654	milioane	noun	plural of milion
655	găsim	verb	first-person plural present indicative/subjunctive of găsi
656	ci	conj	but; so that; on the contrary, opposite
657	ideea	noun	definite nominative/accusative singular of idee
658	biroul	noun	definite nominative/accusative singular of birou
659	închisoare	noun	prison, jail; prison sentence, prison time
660	v-am	contraction	contraction of vă + am
661	pat	noun	bed
662	întâlnit	verb	met (past participle of a întâlni: l-am întâlnit de multe ori “I've met him many times”, m-am întâlnit cu ea “I met up with her”); as a noun: an encounter (n.) — the ordinary word for a meeting is întâlnire
663	muri	verb	to die
664	amuzant	adj	funny
665	zice	verb	to say, tell; to call by a name
666	spital	noun	hospital
667	draga	verb	to dredge
668	alea	det	nominative/accusative feminine/neuter plural of ăla: those
669	jurul	noun	definite nominative/accusative singular of jur
670	lovit	verb	hit, struck (past participle of a lovi: de ce m-ai lovit? “why did you hit me?”, a fost lovit de o mașină “he was hit by a car”); as a noun: the hitting, the striking (n.) — the ordinary word for a blow is lovitură
671	spună	verb	third-person singular/plural present subjunctive of spune
672	suficient	adj	sufficient
673	trage	verb	to pull, draw, drag
674	doctor	noun	doctor
675	plăcere	noun	pleasure
676	domnilor	noun	definite dative/genitive plural
677	direct	adj	direct; head-on
678	petrecere	noun	party; feast; celebration
679	oricine	pron	anyone, anybody
680	plăcut	verb	past participle of plăcea
681	felul	noun	definite nominative/accusative singular of fel
682	gura	noun	definite nominative/accusative singular of gură
683	ochi	noun	eye; loop
684	ucide	verb	to murder; to kill
685	munca	noun	definite nominative/accusative singular of muncă
686	traducerea	noun	definite nominative/accusative singular of traducere
687	telefonul	noun	definite nominative/accusative singular of telefon
688	special	adj	special
689	omorât	adj	killed
690	încerca	verb	to try, to attempt
691	dispărut	adj	missing
692	voastră	det	feminine singular of vostru
693	întâlnire	noun	meeting
694	unii	pron	nominative/accusative plural masculine of unul
695	complet	adv	completely
696	dragoste	noun	love
697	zece	num	ten
698	povestea	noun	definite nominative/accusative singular of poveste
699	sincer	adj	sincere
700	dreapta	noun	right (direction; right hand side)
701	scrie	verb	to write
702	opri	verb	to stop the movement of something
703	unu	num	one
704	obicei	noun	habit
705	dumneavoastră	pron	you (singular and plural, polite)
706	viitoare	noun	female equivalent of viitor
707	vechi	adj	old
708	fugi	verb	to run; to flee, run away, escape
709	minut	noun	minute (unit of time)
710	însă	conj	but, yet, however
711	afaceri	noun	plural of afacere
712	plăcea	verb	to please; to be pleasant, pleasing
713	vad	noun	ford
714	mâncare	noun	food
715	ajung	verb	first-person singular present indicative/subjunctive
716	picioare	noun	indefinite nominative/accusative/genitive/dative plural of picior
717	anul	noun	definite nominative/accusative singular of an
718	schimb	noun	change; exchange
719	întrebare	noun	question
720	aer	noun	air
721	atâta	adv	Paragogic form of atât
722	puternic	adj	strong
723	furat	noun	stealing
724	ajutorul	noun	definite nominative/accusative singular of ajutor
725	cafea	noun	coffee; serving of coffee
726	promit	verb	first-person singular present indicative/subjunctive
727	poveste	noun	story, yarn, tale
728	fete	noun	plural of fată
729	gândeam	verb	first-person singular/plural imperfect indicative of gândi
730	deoarece	conj	since, because
731	lucrez	verb	first-person singular present indicative of lucra
732	luptă	noun	fight, battle, struggle (f.) — o luptă grea “a hard fight”, am ieșit din luptă “I got out of the fight”; also he/she fights and the imperative fight! (a lupta: Luptă! “Fight!”, Ridică-te și luptă “Get up and fight”)
733	cat	noun	floor (storey)
734	film	noun	movie, film
735	întrebat	verb	past participle of întreba
736	prietene	noun	indefinite plural
737	anume	adj	special
738	mamei	noun	definite dative/genitive singular of mamă
739	plece	verb	third-person singular/plural present subjunctive of pleca
740	mână	noun	hand
741	mor	verb	first-person singular present indicative/subjunctive
742	vedere	noun	sight (the act of seeing)
743	iubito	noun	vocative singular of iubită
744	politie	noun	polity, state, republic
745	seară	noun	evening
746	apa	noun	definite nominative/accusative singular of apă (“water”)
747	dăm	verb	first-person plural present indicative/subjunctive of da
748	întrebări	noun	plural of întrebare
749	lupta	verb	to battle; to fight (strive against)
750	dreptul	noun	definite nominative/accusative singular of drept
751	caut	verb	first-person singular present indicative/subjunctive of căuta
752	voie	noun	will; permission
753	lucrat	adj	worked
754	săptămână	noun	week
755	le-a	contraction	contraction of le + a
756	doctore	noun	indefinite plural
757	personal	adj	personal (relating to the person)
758	agent	noun	agent
759	tom	noun	volume
760	dracului	adv	Used as an intensifier or filler: the hell
761	femeia	noun	definite nominative/accusative singular of femeie
762	super	adj	superb, great
763	puterea	noun	definite nominative/accusative singular of putere
764	birou	noun	bureau; desk
765	david	name	a village in Văleni, Neamț County, Romania
766	pregătit	adj	prepared (which has been prepared)
767	fetele	noun	definite nominative/accusative plural of fată
768	adaptarea	noun	definite nominative/accusative singular of adaptare
769	mesaj	noun	message
770	prietena	noun	definite nominative/accusative singular of prietenă
771	meargă	verb	third-person singular/plural present subjunctive of merge
772	doresc	verb	first-person singular present indicative/subjunctive
773	dor	noun	wistfulness, melancholy, nostalgia, longing; a feeling of missing someone or something
774	cui	noun	nail (metal fastener), pin
775	absolut	adj	absolute
776	acele	det	nominative/accusative feminine/neuter plural of acel
777	persoane	noun	plural; genitive/dative singular
778	accident	noun	accident
779	fiind	verb	gerund of fi (“being”)
780	crimă	noun	major crime, offence, or wrongdoing; felony
781	evident	adj	obvious
782	mi-au	contraction	contraction of îmi + au
783	simte	verb	third-person singular present indicative of simți
784	pierde	verb	to lose; to be or become lost
785	oamenilor	noun	definite dative/genitive plural
786	noua	adj	ninth; definite nominative/accusative feminine singular of nou
787	ordine	noun	order (sequence, succession)
788	domnului	noun	definite dative/genitive singular of domn
789	spunem	verb	first-person plural present indicative/subjunctive of spune
790	schimba	verb	to modify, to alter
791	stare	noun	status, standing, situation, position, condition
792	mici	adj	nominative/accusative masculine/feminine/neuter plural of mic
793	continuă	adj	nominative/accusative feminine singular of continuu
794	rând	noun	row; line (of text)
795	salvat	adj	saved
796	ce-a	contraction	contraction of ce + a
797	băiatul	noun	definite nominative/accusative singular of băiat
798	trimite	verb	to send
799	plan	noun	plan; plane
800	speriat	adj	frightened, scared
801	folosi	verb	to use, employ; to serve
802	urăsc	verb	first-person singular present indicative of urî: Ex.: I hate
803	planul	noun	definite nominative/accusative singular of plan
804	fiule	noun	vocative singular of fiu
805	m-au	contraction	contraction of mă + au
806	închis	verb	past participle of închide
807	foame	noun	hunger
808	citit	adj	read (which has been read)
809	secret	noun	secret
810	omor	noun	murder
811	alta	pron	nominative/accusative feminine singular of altul
812	clipă	noun	moment, instant, second, blink of an eye
813	mulțumesc	verb	first-person singular present indicative/subjunctive
814	privire	noun	look (the action or result of looking)
815	masă	noun	table; meal
816	armă	noun	arm, weapon; gun, rifle
817	cere	verb	to request, to ask for
818	carte	noun	book; card
819	află	verb	third-person singular/plural present indicative
820	femeile	noun	definite nominative/accusative plural of femeie
821	teamă	noun	fear (uncountable: emotion caused by actual or perceived danger or threat)
822	rapid	adj	fast, quick, rapid, swift, speedy, prompt, expeditious
823	bea	verb	to drink
824	mii	noun	plural of mie
825	mintea	noun	definite nominative/accusative singular of minte
826	zona	noun	definite nominative singular of zonă: the zone
827	potrivit	adj	suitable, fit, right
828	vostru	det	your (second-person plural)
829	atent	adj	attentive; prudent, careful, cautious
830	oprit	adj	stopped; forbidden
831	primi	verb	to receive, to get
832	dintr-o	contraction	contraction of din + o: from a, out of a
833	tatălui	noun	definite genitive/dative singular of tată
834	băut	verb	past participle of bea
835	dragostea	noun	definite nominative/accusative singular of dragoste
836	cartea	noun	definite nominative/accusative singular of carte
837	alături	adv	by, next to; side by side
838	lumina	noun	definite nominative/accusative singular of lumină
839	masa	noun	the table; the meal (definite form of masă, f.: pune masa “set the table”, a lua masa “to have a meal”); as a verb: a masa “to massage”
840	că-i	contraction	contraction of că + îi
841	echipă	noun	team
842	arme	noun	plural; genitive/dative singular
843	ocupat	adj	occupied; busy
844	cina	noun	dinner, supper — the definite form of cină, f. (am pregătit cina “I made dinner”, a lua cina “to have dinner”, cina va fi gata “dinner will be ready”); as a verb: a cina “to dine”
845	gură	noun	mouth; mouthful
846	droguri	noun	plural of drog drugs
847	baie	noun	bathroom; bath (act of bathing), bathtub
848	cuvânt	noun	word
849	oară	noun	a time, instance
850	stea	verb	(that) he/she/they stay, stand, sit — third-person subjunctive of a sta (spune-i să stea “tell him to stay”, las-o să stea aici “let her stay here”); as a noun: star (f.) — Venus nu este o stea “Venus is not a star”
851	deschis	adj	open, opened
852	arunca	verb	throw (to cause an object to move rapidly through the air), cast, hurl
853	dormi	verb	to sleep
854	putere	noun	strength (of a being or otherwise)
855	precum	adv	as
856	răspunde	verb	to respond, reply, answer
857	răspuns	verb	past participle of răspunde
858	intre	verb	third-person singular/plural present subjunctive of intra
859	pericol	noun	danger, hazard; risk
860	începem	verb	first-person plural present indicative/subjunctive of începe
861	ies	verb	first-person singular present indicative/subjunctive
862	nebunie	noun	insanity
863	săptămâna	noun	definite nominative/accusative singular of săptămână
864	uită	verb	third-person singular simple perfect indicative of uita
865	bravo	intj	bravo
866	rost	noun	order; sense, meaning
867	iubit	adj	loved
868	puteam	verb	first-person singular/plural imperfect indicative of putea
869	n-are	contraction	contraction of nu + are; it does not have
870	plin	adj	full
871	altul	pron	another one
872	tati	noun	diminutive of tată
873	fericită	noun	female equivalent of fericit
874	lună	noun	moon; month
875	fugit	verb	ran, ran away, fled (past participle of a fugi: calul meu a fugit “my horse ran away”, am fugit ca să ajung la timp “I ran to get there on time”, a fugit de acasă “he ran away from home”)
876	cealaltă	det	nominative/accusative feminine singular of celălalt
877	decis	adj	determined
878	continua	verb	to continue
879	modul	noun	the way, the manner (definite form of mod, n.: modul în care vorbește “the way he speaks”, în modul acesta “in this way”); also: the module, the unit; the modulus
880	încep	verb	first-person singular present indicative/subjunctive
